time,delta_T,dt,num_li,num_nli,temp_1,temp_2
0,0,0,0,0,0,0
50000000000,4.9612579392181,50000000000,3,3,24.923416494942,29.88467443416
100000000000,4.9926277965407,50000000000,2,2,25.007074270317,29.999702066857
150000000000,5.3079473714643,50000000000,3,3,25.619734263322,30.927681634786
200000000000,7.2008732421935,50000000000,4,4,30.969885080329,38.170758322522
250000000000,5.383075303537,50000000000,6,6,60.593259231451,65.976334534988
300000000000,-14.494598786109,50000000000,4,4,111.02706858407,96.532469797957
350000000000,-34.85463344034,50000000000,4,4,146.3023184765,111.44768503616
400000000000,-42.824411986351,50000000000,3,3,157.27594085014,114.45152886378
